Order,asset_key,pipe_key_match,PIPELINE NAME,Problem_Description,Description,Location_Description,Order Type,Priority,MaintActivType,System status,SYSTEM,SUB SYSTEM,Material,Nominal Diameter,TOTAL LENGTH (KM),PIPELINE AGE,CAPACITY MLD,Total act.costs,TotalPlnndCosts,event_year,event_month,event_dow,is_weekend,target_leak
4118152,mr17684,,,new DAF meter installation,"Meter, DVH D.A.F. Unit Inlet","Meter, DVH D.A.F. Unit Inlet",PM01,4.0,MTR,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2020,11,0,0,0
4269589,uw ii w midm rws alb adw build,albert falls pipeline,Albert Falls Pipeline,attend to geyser at MAC mIllians house,Albert Falls Dam Wall Structure,Albert Falls Dam Wall Structure,PM01,2.0,CMT,TECO PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,200.0,10.3,22.0,5.44,0.0,0.0,2023,7,4,0,0
4269590,uw ii w midm rws alb adw build,albert falls pipeline,Albert Falls Pipeline,attend to geyser at Gabelas house,Albert Falls Dam Wall Structure,Albert Falls Dam Wall Structure,PM01,2.0,CMT,TECO PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,200.0,10.3,22.0,5.44,0.0,0.0,2023,7,4,0,0
4294252,mr752550,,,Pump out water Groenkloof meter chamber,"Meter, Groenkloof High Lift","Meter, Groenkloof High Lift",PM01,2.0,CMT,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,1,3,0,0
90000430,uw ii w midm bds 061 ed2 flowm,61 pipeline,’61 Pipeline,Throttle ED2 & ED3-C/O,ED2 Flowmeters,Ed2 Sales Meter Head,PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,3,3,0,0
90000433,uw ii e dvha bds war wbr res01,wartburg pipeline,Wartburg Pipeline,open umdm 1.5MLResevoir,Wartburg Reservoir 1,Wartburg Res 1 Common Valves,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,700.0,9.5,8.0,66.0,0.0,0.0,2024,3,3,0,0
90000884,uw ii w howk www mpo psa ps002,mpophomeni pipeline,Mpophomeni Pipeline,Replace leaking delivery pipe,Pumpset 1,Mpophomeni Pump 2,PM02,2.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,0.0,0.0,2024,4,0,0,1
90000885,uw ii w howk www mpo psa ps001,mpophomeni pipeline,Mpophomeni Pipeline,Replacing of leaking delivery pipe,Pumpset 1,Mpophomeni Pump 1,PM02,2.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,0.0,0.0,2024,4,0,0,1
90000886,uw ii w lynf www lyn out build,lion park pipeline,Lion Park Pipeline,Plz fix shower leaking pipe,Buildings & Structures,Lynfield Park Outlet Structures,PM02,3.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,0.0,0.0,2024,4,1,0,1
90000889,uw ii w midm bds 061 061 ch001,61 pipeline,’61 Pipeline,Drain chamber on 61 p/l (Ranjit),"61 Pipeline, Chamber 001","Chamber 1, Chamber Structure",PM02,5.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,4,0,0,0
90000894,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,Please fix the leaking shower valves,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,3,2,0,1
90000897,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,Please buy and install toilet seat lid,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,4,0,0,0
90000898,uw ii e ixop wtw ixw adm build,,,Please fix wheel gate at WW,Ixopo Structural & Buildings,Ixopo Water Works General Structure,PM02,5.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,4,0,0,0
90000899,uw ii w midm bds 061 ed2 flowm,61 pipeline,’61 Pipeline,Pump out water at ED2 chamber,ED2 Flowmeters,Ed2 Sales Meter Head,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,4,0,0,0
90000900,uw ii w lidg bds liw res flowm,,,Pls attend to blocked meter @ Ledgetton,Lidgetton Outlet Flowmeters,Lidgetton Pipeline,PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,4,0,0,0
90000901,mr11020,,,Repair Hilton College meter.,"Meter, The Bursar (Hilton College)","Meter, The Bursar (Hilton College)",PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,4,0,0,0
90000903,uw ii w midm bds 061 hdr flowm,bruyns hill pipeline,Bruyns Hill Pipeline,Close outlet to Symons valve-c/o,HD Hill Site ISU Flowmeters,Hd Hill Symonds Sales Meter Head,PM02,1.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,450.0,12.0,7.0,,0.0,0.0,2024,4,0,0,0
90000904,uw ii w midm bds 061 ash res01,ashburton pipeline,Ashburton Pipeline,Ashburton res level dropping c/o,"61 Pipeline, Ashburton Reservoir",Ashburton Res 1,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Galvanised Mild Steel,160.0,2.7,32.0,3.5,0.0,0.0,2024,4,0,0,0
90000905,uw ii w midm bds 061 hdr flowm,bruyns hill pipeline,Bruyns Hill Pipeline,Open Symons valve at HD Hill.,HD Hill Site ISU Flowmeters,Hd Hill Symonds Sales Meter Head,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,450.0,12.0,7.0,,0.0,0.0,2024,4,0,0,0
90000906,uw ii w midm bds 061 hdr valve,bruyns hill pipeline,Bruyns Hill Pipeline,Open Symonds valve at HD Hill c/o Craig,HD Hill Valves,Common Outlet And Reticulation Valves,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,450.0,12.0,7.0,,0.0,0.0,2024,4,0,0,0
90000907,uw ii w midm bds 061 hdr valve,bruyns hill pipeline,Bruyns Hill Pipeline,Adjust valve at HD Hill-Craig (c/o 30/3),HD Hill Valves,Common Inlet And Reticulation Valves,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,450.0,12.0,7.0,,0.0,0.0,2024,3,6,1,0
90000908,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,Check leak at Lion Park-Craig,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,2.0,BDN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,0.0,8608.7,2024,4,0,0,1
90000917,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,Provide the manhole lid,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,4,0,0,0
90001747,uw ii w muts rwt mup bgo build,albert falls pipeline,Albert Falls Pipeline,Pls cut & remove trees @ Outfall,Balgowan Structural & buildings,Balgowan Sleeve Valve Chamber,PM02,5.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,200.0,10.3,22.0,5.44,0.0,0.0,2024,4,1,0,0
90001937,uw ii e dvha wtw dvw dom instr,,,Replace pipeline supplying squiter house,Instrumentation,Domestic Elevated Tank Level,PM02,4.0,CMN,REL  PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,1,0,0
90001961,uw ii w midm bds 056 56d ch020,56 pipeline,’56 Pipeline,Attend to burst pipe at Mpophomeni Res.,Pipeline 56D Chamber 20,Air Valve,PM02,1.0,BDN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,0.0,0.0,2024,5,2,0,1
90001963,uw ii w midm bds 056 56e valve,56 pipeline,’56 Pipeline,Blackridge res overflowing-Hlela c/o,Blackridge Reservoir Valves,Blackridge Res Inlet Control Valve,PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,0.0,4505.6,2024,5,2,0,0
90001965,uw ii e mkon sup ops am0 build,,,To fix the refridgerator @ gate hse @ Re,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,5.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,4,1,0,0
90001966,uw ii w howk www hos ps3 build,,,RAS Pump MAO50 suction pipe is leaking,Pump Station Buildings,Pump Station Buildings 1,PM02,2.0,BDC,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,2,0,1
90001968,uw ii w mpof www mps out build,,,pls fbricat screen blw sens outflw chane,Outlet Works Buildings & Structures,Outlet System Steel Structure,PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,2,0,0
90001971,uw ii w midm bds vul vua res01,vulindlela pipeline,Vulindlela Pipeline,Check outlet flow from Swartkop - Hlela,Vulindela Reservoir 1,Vulindela Res 1,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,0.0,0.0,2024,4,2,0,0
90002043,uw ii w midm bds est eso pipel,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Pump out Eston Phase 1meter chamber,Eston Pipeline (Complete),Eston Pipeline (Complete),PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,0.0,0.0,2024,5,4,0,0
90002048,uw ii w midm bds 056 56e pipel,56 pipeline,’56 Pipeline,Blackridge res overflowing c/o M Hlela,Blackridge Pipeline (Complete),Blackridge Pline,PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,0.0,0.0,2024,5,4,0,0
90002051,uw ii w midm bds 063 63a pipel,,,Rehabilitate soil erosion; T/ville offta,63 Pipeline (Complete),63 Pipeline (Complete),PM02,4.0,CMN,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,4,0,0
90002054,uw ii e dvha bds 069 69a pipel,wartburg pipeline 69 pipeline,Wartburg Pipeline(’69 Pipeline),check unsual noise at claridge res,Pipeline DV Harris to Claridge/Belfort,Belfort to Claridge pipe section,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,300.0,19.3,35.0,,0.0,0.0,2024,5,4,0,0
90002058,uw ii e mkon sup ops am0 build,,,Installation of Boiler @ Canteen W/Shop,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,5.0,CMN,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,4,0,0
90002064,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,install door holder for pump room,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,5.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,4,2,0,0
90002078,uw ii w muts rwt mup sgp build,,,Pls attend to soil erosion @ S/G WTP,Spring Grove Pump Station Buildings,Spring Grove Buildings & Civil Structure,PM02,4.0,CMN,REL  PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,4,0,0
90002080,uw ii w midm bds 063 63a ch001,thornville,Thornville,Repair chamber lid on 63 p/l - Craig,Chamber No.1,Thornville P/S Outlet Bal Meter Head,PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,0.0,0.0,2024,4,3,0,0
90002081,mr16165,,,Attend to Ashley Price meter.,"Meter, Price Ashley David","Meter, Price Ashley David",PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,4,0,0
90002082,uw ii w midm wtw miw adm build,ixopo raw water rising main,Ixopo Raw Water Rising Main,Attend to main gate roller wheels.,Midmar Administration Buildings,Administration Building Structure,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,0.0,0.0,2024,5,4,0,0
90002083,mr761396,vulindlela pipeline,Vulindlela Pipeline,Check Vul Res no4 for overflow.,"Reservoir, Vulindlela 4 Capacity","Reservoir, Vulindlela 4 Capacity",PM02,2.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,0.0,0.0,2024,5,4,0,0
90002086,uw ii w midm bds 251 pha ch007,251 pipeline,‘251 Pipeline,Install isolation valve for final sample,251 p/l Chamber 7,Air Valve Isolation Valve,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,0.0,0.0,2024,5,4,0,0
90002088,uw ii w howk www hos chl build,,,Repair partition in Cl2 dosing sytem,Buildings & Structures,Chlorine Room Building/Structure,PM02,5.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,4,0,0
90002488,uw ii w lynf www lyn out build,lion park pipeline,Lion Park Pipeline,Plz repair toilet handle in boy's b.room,Buildings & Structures,Lynfield Park Outlet Structures,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,0.0,0.0,2024,5,0,0,0
90002555,uw ii e ixop rwt ixw abs pump1,ixopo raw water rising main,Ixopo Raw Water Rising Main,Please transport faulty raw pump to Mkon,Rising Main Pumpset #1,Rising Main Pump #1,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,0.0,0.0,2024,5,4,0,0
90002557,uw ii e ixop wtw ixw adm build,,,please refurbish access road to ww,Ixopo Structural & Buildings,Ixopo Water Works General Structure,PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,2,0,0
90002763,uw ii w midm bds 061 ash instr,ashburton pipeline,Ashburton Pipeline,No water at Stakenburg - Hlongwane (c/o),"61 Pipeline, Ashburton Instrumentation",Reservoir Level Sensor,PM02,1.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Galvanised Mild Steel,160.0,2.7,32.0,3.5,0.0,0.0,2024,5,4,0,0
90002764,uw ii w midm bds vul vuc res03,vulindlela pipeline,Vulindlela Pipeline,Vulindlela Res 3 overflowing-(c/o 09/05),Vulindela Reservoir 3,Vulindela Res 3,PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,0.0,3698.8,2024,5,4,0,0
90002767,uw ii w midm bds 251 251 pipel,251 pipeline,‘251 Pipeline,Close inlet valve at St Josephs-Richard,251 Pipeline (complete),251 Pipeline (complete),PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,0.0,0.0,2024,5,0,0,0
90002768,uw ii w midm bds 251 pha pipel,251 pipeline,‘251 Pipeline,Open inlet valve at St Josephs-Richard,251 Pipeline (Complete),251 Pipeline (Complete),PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,0.0,0.0,2024,5,0,0,0
90002770,uw ii w howk www bri psa build,,,Repair gate hinge at bridge p/s,Sump & Structures,Buildings & Structures,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,0,0,0
90002781,uw ii w muts rwt mup sgp build,,,Dig trench to take water to the river,Spring Grove Pump Station Buildings,Spring Grove Buildings & Civil Structure,PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,0,0,0
90002782,uw ii w midm bds 061 ash valve,ashburton pipeline,Ashburton Pipeline,Close Asburton res inlet-Makhaye c/o,Ashburton Reservoir Valves,Inlet IV,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Galvanised Mild Steel,160.0,2.7,32.0,3.5,0.0,0.0,2024,5,0,0,0
90002819,mr753056,lion park pipeline,Lion Park Pipeline,Leak at URD Farmer's line - (c/o 21/05),"Meter, Lion Park 1 (Umlaas Rd)","Meter, Lion Park 1 (Umlaas Rd)",PM02,1.0,BDC,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,0.0,8650.0,2024,5,2,0,1
90003014,uw ii e dvha bds 053 53a ch051,53 pipeline,’53 Pipeline,Repair scour valve on 53 pipeline chambe,53 Pipeline Chamber 51,"Pipe Segment, Between Chamber 51 AND 52",PM02,4.0,CMN,REL  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Pre-Stressed Concrete,762.0,26.6,63.0,45.0,0.0,800000.0,2024,5,4,0,0
90003707,uw ii w howk www mpo psa build,mpophomeni pipeline,Mpophomeni Pipeline,Repair breather pipa # Mpop sewerline,Mpophomeni-Howick Pumps,Pump Station Buildings,PM02,2.0,BDN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,0.0,0.0,2024,6,4,0,0
90004071,uw ii w midm bds 061 61f pipel,61 pipeline,’61 Pipeline,Repair a leak on 61 p/l chamber61/123AV,"61 Pipeline, ED4 to Umlaas Rd",Pipe Segment ED4 - Umlaas Road,PM02,4.0,BDN,REL  PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,6,4,0,1
90004072,uw ii w midm bds 061 61f pipel,61 pipeline,’61 Pipeline,Repair Ashley Price leaking air valve,"61 Pipeline, ED4 to Umlaas Rd",Pipe Segment ED4 - Umlaas Road,PM02,4.0,BDN,REL  PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,6,3,0,1
90004073,uw ii w midm bds 061 61f pipel,61 pipeline,’61 Pipeline,Repair check meter at Ambleton,"61 Pipeline, ED4 to Umlaas Rd",Pipe Segment ED4 - Umlaas Road,PM02,2.0,BDN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,6,3,0,0
90004075,uw ii w midm bds 061 61f pipel,61 pipeline,’61 Pipeline,Repair a leak at S J Murray,"61 Pipeline, ED4 to Umlaas Rd",Pipe Segment ED4 - Umlaas Road,PM02,2.0,BDN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,0.0,0.0,2024,6,3,0,1
90004076,mr784870,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Close Midillovo res- c/o,"Meter, Umbumbulu Bm Eston O/Take","Meter, Umbumbulu Bm Eston O/Take",PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,0.0,0.0,2024,6,3,0,0
90004077,uw ii w midm bds eup eub ch002,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Open & Close Midillovo-c/o,Eston-Umbumbulu p/l Chamber 2,Umbumbulu Pipeline Chamber 2,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,0.0,0.0,2024,6,3,0,0
90004079,uw ii e ixop wtw ixw abs ps001,,,Please remove broken stud bolt Raw pump,Abstraction Pumpset 1,#1 Raw Water Pumpset,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,5,1,0,0
90004082,uw ii w midm bds 056 56e valve,56 pipeline,’56 Pipeline,Blackridge res dropping-c/o,Blackridge Reservoir Valves,Blackridge Res Inlet Control Valve,PM02,1.0,CMC,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,0.0,4505.6,2024,6,3,0,0
90004083,uw ii e camp www cas dry build,table mountain pipeline,Table Mountain Pipeline,Repair burst potable water pipe,Camperdown Drying Bed Structures,Camperdown Drying Bed Structure #1,PM02,2.0,BDN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,125.0,14.8,66.0,2.12,0.0,0.0,2024,5,3,0,1
90004084,uw ii w muts rwt mup sgp build,ixopo golf course borehole pipeline,Ixopo Golf Course Borehole Pipeline,Pls attend borehole leak line @ S/Grove,Spring Grove Pump Station Buildings,Spring Grove Buildings & Civil Structure,PM02,4.0,BDN,REL  PRT  NMAT PRC  SETC,Ixopo,Ixopo,uPVC,110.0,1.5,20.0,1.23,0.0,0.0,2024,6,3,0,1
90004085,uw ii w lynf www lyn aer build,,,Plz repair ladies rest room no flushH2O,Buildings & Structures,Buildings & Structures,PM02,3.0,CMN,TECO NMAT PPRT PRC  SETC,,,,,,,,0.0,7050.0,2024,6,3,0,0
90004086,uw ii w lynf www lyn chl build,,,Plz repair decant pipe leakage,Chlorination Buildings & Structures,Chlorination Contact Tank,PM02,2.0,BDN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,6,3,0,1
90004087,uw ii w howk www mpo adm build,mpophomeni pipeline,Mpophomeni Pipeline,Repair pipe leak at mpophomeni,Administration Buildings & Structures,Mpophomeni Sewerage Plant Buildings,PM02,2.0,BDN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,0.0,0.0,2024,6,3,0,1
90004089,uw ii w midm bds urd urr res03,,,Umlaas Rd water tower overflowwing c/o,Umlaas Rd Reservoir 3 (Elevated Tank),"Umlaas Rd, High Level Reservoir",PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,6,3,0,0
90004090,uw ii e mkon sup mkw cb0 geneq,,,Fuel management system,Mkondeni Civil Bulk Workshop Equipment,Civil Bulk General Equipment,PM02,4.0,CMN,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,6,1,0,0
90004091,uw ii w midm wtw miw adm build,howick west pipeline,Howick West Pipeline,Fabricate & install gate motor stand,Midmar Administration Buildings,Midmar Area West Buildings & Structures,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,700.0,3.3,42.0,66.6,0.0,0.0,2024,6,3,0,0
90004097,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,sealing the cracks on the walls,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,6,3,0,0
90004098,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,Corroded bathroom window,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,6,3,0,0
90004099,uw ii w rich www ric ris build,richmond pipeline,’Richmond Pipeline,loose taps in basin - male toilet,Richmond Structural & buildings,General Plant Buildings & Structures,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,6,3,0,0
90004101,uw ii w midm bds 056 56e valve,56 pipeline,’56 Pipeline,No water at Blackridge-c/o,Blackridge Reservoir Valves,Blackridge Res Inlet Control Valve,PM02,1.0,CMC,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,0.0,4505.6,2024,6,3,0,0
90004104,uw ii w mpof www mpp riv ps002,,,please modify Pump 3 guard,Riversdale Pumpset #2,Riversdale Pumpset #2,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,6,3,0,0
90004107,uw ii w muts rwt mup mpl pipel,,,Pls attend to new line from 12ML Res.,Mearns pipeline,Mearns Pipeline (Complete),PM02,4.0,CMN,REL  PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,6,3,0,0
90004231,uw ii w lidg wtw liw adm build,,,Pls plant grass @ Ledgetton WW,Administration Buildings & Structures,Administration Buildings,PM02,5.0,CMN,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,0,0,0
90004232,uw ii w muts rwt mup sgp build,,,Pls drain out water @ S/G WW chamber,Spring Grove Pump Station Buildings,Spring Grove Buildings & Civil Structure,PM02,2.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,0,0,0
90004319,mr781026,,,Pls attend to domestic meter@ Mearns,"Meter, Mearns Domestic (Mearns p/s)","Meter, Mearns Domestic (Mearns p/s)",PM02,3.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,2,0,0
90004498,uw ii w midm bds ric lip pipel,richmond pipeline,’Richmond Pipeline,Cut grass at Richmond p/s,Richmond Pipeline (Complete),Richmond Pline,PM02,5.0,CMN,TECO NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,4.9,10.0,6.2,0.0,0.0,2024,7,1,0,0
90004508,uw ii e mkon sup ops am0 build,,,Fix Men's Leaking Toilet @ W/Shop,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,1,0,1
90004509,uw ii e mkon sup ops am0 build,,,Fix Loose Toilet Sit @ Ladies IRO,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,1,0,0
90004510,uw ii e mkon sup ops am0 build,,,Fix Men's Toilet @ IRO Ground Floor,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO PRT  NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,1,0,0
90004513,uw ii e mkon sup ops am0 build,,,Check Faulty Boiler @ IRO,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO NMAT PRC  SETC,,,,,,,,0.0,0.0,2024,7,1,0,0
90004520,uw ii w midm bds 251 sjr res01,251 pipeline,‘251 Pipeline,Check control valve at St Josephs tank.,St Josephs Chamber 01,St Josephs Pipeline,PM02,5.0,CMN,TECO PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,0.0,0.0,2024,7,1,0,0
90004522,uw ii w midm bds 061 hdr res01,bruyns hill pipeline,Bruyns Hill Pipeline,Replace Bisley door at HD Hill.,HD Hill Reservoir 1,"Safe Door, HD Hill Bisley Kiosk",PM02,4.0,CMN,REL  PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,450.0,12.0,7.0,,0.0,0.0,2024,7,1,0,0
